,cloudCover,dewPoint,windBearing,precipProbability,windSpeed,summary,precipAccumulation,precipType,humidity,apparentTemperature,pressure,uvIndex,visibility,precipIntensity,temperature,icon,time
1357675200,0.79,-6.26,278,0,2.3,Mostly Cloudy,,,0.92,-8.83,,0,4.62,0,-5.12,partly-cloudy-night,1357675200
1357678800,0.85,-5.89,270,1,1.35,Snow,1.334,snow,0.92,-6.85,1021.77,0,1.66,1.016,-4.73,snow,1357678800
1357682400,0.77,-5.44,283,1,4.84,Snow,1.034,snow,0.97,-11.13,,0,1.71,0.762,-5.06,snow,1357682400
1357686000,0.85,-4.94,267,1,1.3,Snow,1.255,snow,0.94,-4.1,1020.75,0,1.58,1.016,-4.1,snow,1357686000
1357689600,0.85,-4.81,279,1,1.44,Snow,1.237,snow,0.94,-6.16,1020.55,0,1.54,1.016,-3.96,snow,1357689600
1357693200,0.85,-4.72,295,1,1.62,Snow,1.232,snow,0.94,-6.42,1020.62,0,1.69,1.016,-3.91,snow,1357693200
1357696800,0.85,-4.21,295,1,2.2,Snow,1.214,snow,0.97,-7.13,1020.63,0,1.8,1.016,-3.77,snow,1357696800
1357700400,0.85,-3.98,298,1,1.6,Snow,0.592,snow,0.97,-5.97,1020.64,0,2.11,0.508,-3.54,snow,1357700400
1357704000,0.83,-3.53,285,1,1.77,Light Snow,0.269,snow,0.94,-5.23,1020.77,0,2.4,0.254,-2.66,snow,1357704000
1357707600,0.86,-3.09,323,0,1.36,Foggy,,,0.97,-4.51,1021.14,0,2.64,0,-2.64,fog,1357707600
1357711200,0.88,-3.15,318,0,1.97,Foggy,,,0.96,-5.48,1021.73,0,2.17,0,-2.64,fog,1357711200
1357714800,0.87,-3.12,340,1,2.08,Light Snow,0.272,snow,0.97,-5.69,1022.21,0,2.4,0.254,-2.69,snow,1357714800
1357718400,0.86,-3.03,322,1,1.87,Snow,0.536,snow,0.97,-5.3,1022.61,0,3.48,0.508,-2.6,snow,1357718400
1357722000,0.86,-2.8,349,1,1.6,Light Snow,0.249,snow,0.94,-4.15,1022.88,0,3.36,0.254,-1.96,snow,1357722000
1357725600,0.86,-3.24,13,1,1.71,Light Snow,0.257,snow,0.93,-4.61,1022.77,1,2.14,0.254,-2.21,snow,1357725600
1357729200,0.83,-3.06,20,1,1.67,Light Snow,0.251,snow,0.93,-4.34,1022.7,1,2.12,0.254,-2.03,snow,1357729200
1357732800,0.74,-3.04,13,1,1.08,Light Snow,0.259,snow,0.95,-2.28,1022.25,1,4.51,0.254,-2.28,snow,1357732800
1357736400,0.76,-3.04,38,0,0.73,Mostly Cloudy,,,0.94,-2.28,1021.92,0,4.78,0,-2.28,partly-cloudy-day,1357736400
1357740000,0.75,-3.01,12,0,0.47,Mostly Cloudy,,,0.95,-2.37,1021.81,0,5.54,0,-2.37,partly-cloudy-day,1357740000
1357743600,0.72,-3.14,21,0,0.14,Mostly Cloudy,,,0.96,-2.54,1021.46,0,5.86,0,-2.54,partly-cloudy-night,1357743600
1357747200,0.73,-3.49,350,0,0.13,Mostly Cloudy,,,0.94,-2.72,1021,0,5.58,0,-2.72,partly-cloudy-night,1357747200
1357750800,0.7,-3.78,168,0,0.38,Mostly Cloudy,,,0.95,-3.03,1020.36,0,5.55,0,-3.03,partly-cloudy-night,1357750800
1357754400,0.64,-3.97,193,0,0.74,Mostly Cloudy,,,0.95,-3.24,1019.46,0,5.49,0,-3.24,partly-cloudy-night,1357754400
1357758000,0.7,-4.06,147,0,0.6,Mostly Cloudy,,,0.94,-3.2,1018.73,0,3.8,0,-3.2,partly-cloudy-night,1357758000
1357761600,0.79,-4.48,214,0,0.85,Mostly Cloudy,,,0.91,-3.2,1017.65,0,4.44,0,-3.2,partly-cloudy-night,1357761600
1357765200,0.78,-4.17,220,0,1.37,Mostly Cloudy,,,0.93,-5.14,1016.6,0,3.4,0,-3.18,partly-cloudy-night,1357765200
1357768800,0.83,-4.32,215,0,1.73,Foggy,,,0.94,-6.06,1015.19,0,3.19,0,-3.43,fog,1357768800
1357772400,0.83,-4.28,218,0,2.24,Mostly Cloudy,,,0.92,-6.48,1014.14,0,3.64,0,-3.19,partly-cloudy-night,1357772400
1357776000,0.8,-4.17,214,0,2.45,Mostly Cloudy,,,0.94,-6.87,1013.13,0,4.23,0,-3.31,partly-cloudy-night,1357776000
1357779600,0.81,-3.62,202,0,2.42,Mostly Cloudy,,,0.95,-6.46,1012.41,0,3.48,0,-2.98,partly-cloudy-night,1357779600
1357783200,0.81,-3.35,215,0,3.44,Mostly Cloudy,,,0.96,-7.22,1011.27,0,4.8,0,-2.76,partly-cloudy-night,1357783200
1357786800,0.85,-3.05,217,0,5.09,Mostly Cloudy,,,0.94,-7.81,1010,0,3.81,0,-2.27,partly-cloudy-night,1357786800
1357790400,0.86,-3.02,213,1,3.54,Heavy Snow,2.096,snow,0.95,-6.86,1009.21,0,2.88,2.032,-2.39,snow,1357790400
1357794000,0.84,-2.5,226,1,4.88,Heavy Snow,1.986,snow,0.96,-7.24,1008.49,0,3.2,2.032,-1.92,snow,1357794000
1357797600,0.87,-2.54,237,1,3.96,Heavy Snow,1.989,snow,0.96,-6.63,1008.36,0,2.83,2.032,-1.94,snow,1357797600
1357801200,0.85,-2.5,253,1,4.35,Snow,1.001,snow,0.96,-6.97,1008.31,0,3.81,1.016,-1.98,snow,1357801200
1357804800,0.82,-1.97,254,0,5.28,Mostly Cloudy,,,0.95,-6.74,1008.17,0,7.5,0,-1.33,partly-cloudy-day,1357804800
1357808400,0.8,-2.53,251,0,5.13,Mostly Cloudy,,,0.91,-6.52,1007.99,0,9.01,0,-1.22,partly-cloudy-day,1357808400
1357812000,0.8,-2.36,257,0,5.2,Mostly Cloudy,,,0.87,-5.62,1007.58,1,9.64,0,-0.47,partly-cloudy-day,1357812000
1357815600,0.77,-2.51,257,0,5.7,Mostly Cloudy,,,0.85,-5.66,1006.81,1,10.86,0,-0.29,partly-cloudy-day,1357815600
1357819200,0.68,-2.61,250,0,5.29,Mostly Cloudy,,,0.84,-5.37,1005.87,1,11.43,0,-0.23,partly-cloudy-day,1357819200
1357822800,0.74,-2.54,250,0,5.81,Mostly Cloudy,,,0.83,-5.34,1005.38,0,11.23,0,0.01,partly-cloudy-day,1357822800
1357826400,0.76,-2.7,249,0,4.73,Mostly Cloudy,,,0.84,-5.11,1005.26,0,11.54,0,-0.28,partly-cloudy-day,1357826400
1357830000,0.78,-2.84,254,0,5.41,Mostly Cloudy,,,0.84,-5.73,1004.75,0,11.28,0,-0.47,partly-cloudy-night,1357830000
1357833600,0.75,-2.87,251,0,6.06,Mostly Cloudy,,,0.84,-6.22,1004.58,0,10.49,0,-0.58,partly-cloudy-night,1357833600
1357837200,0.73,-3.4,254,0,5.73,Mostly Cloudy,,,0.82,-6.25,1004.4,0,10.81,0,-0.74,partly-cloudy-night,1357837200
1357840800,0.74,-3.29,257,0,5.52,Mostly Cloudy,,,0.84,-6.32,1004.39,0,10.59,0,-0.88,partly-cloudy-night,1357840800
1357844400,0.74,-3.08,252,0,5.13,Mostly Cloudy,,,0.88,-6.76,1004.41,0,9.72,0,-1.41,partly-cloudy-night,1357844400
1357848000,0.74,-2.94,246,0,4.18,Mostly Cloudy,,,0.9,-6.27,1004.39,0,8.1,0,-1.51,partly-cloudy-night,1357848000
1357851600,0.74,-2.99,250,1,4.93,Light Snow,0.241,snow,0.91,-7.01,1004.3,0,8.82,0.254,-1.71,snow,1357851600
1357855200,0.73,-3.15,254,0,4.83,Mostly Cloudy,,,0.9,-7.06,1004.1,0,8.79,0,-1.8,partly-cloudy-night,1357855200
1357858800,0.78,-3.21,259,1,4.68,Light Snow,0.249,snow,0.91,-7.18,1003.95,0,9.06,0.254,-1.97,snow,1357858800
1357862400,0.78,-2.97,262,1,5.09,Snow,0.483,snow,0.91,-7.07,1004.15,0,9.98,0.508,-1.68,snow,1357862400
1357866000,0.8,-3.18,283,1,3.43,Snow,0.973,snow,0.9,-5.98,1004.67,0,8.14,1.016,-1.74,snow,1357866000
1357869600,0.76,-3.83,275,1,3.12,Heavy Snow,2.162,snow,0.92,-6.82,1005.17,0,9.53,2.032,-2.66,snow,1357869600
1357873200,0.78,-3.96,292,1,3.03,Snow,1.107,snow,0.92,-6.99,1005.42,0,8.79,1.016,-2.88,snow,1357873200
1357876800,0.8,-4.68,292,0,2.62,Mostly Cloudy,,,0.91,-7.31,1005.89,0,8.4,0,-3.5,partly-cloudy-night,1357876800
1357880400,0.82,-4.58,275,0,2.44,Mostly Cloudy,,,0.93,-7.22,1006.28,0,8.38,0,-3.6,partly-cloudy-night,1357880400
1357884000,0.81,-4.61,291,1,2.18,Snow,0.899,snow,0.93,-6.93,1006.52,0,7.47,0.762,-3.63,snow,1357884000
1357887600,0.59,-4.74,278,1,1.76,Snow,0.599,snow,0.92,-6.37,1007.61,0,8,0.508,-3.66,snow,1357887600
1357891200,0.57,-4.82,266,1,2.11,Snow,0.592,snow,0.91,-6.68,1007.93,0,7.9,0.508,-3.5,snow,1357891200
1357894800,0.64,-4.55,280,0,2.73,Mostly Cloudy,,,0.9,-7.03,1008.09,1,7.72,0,-3.17,partly-cloudy-day,1357894800
1357898400,0.83,-4.91,280,0,3.33,Mostly Cloudy,,,0.9,-8.05,1008.48,1,6.07,0,-3.53,partly-cloudy-day,1357898400
1357902000,0.57,-4.83,269,,2.87,Partly Cloudy,,snow,0.91,-7.74,1008.48,1,8.27,,-3.64,partly-cloudy-day,1357902000
1357905600,0.52,-5.31,283,1,3.34,Heavy Snow,2.304,snow,0.86,-7.73,1008.32,1,8.4,2.032,-3.26,snow,1357905600
1357909200,0.54,-5.8,288,1,2.86,Snow,0.899,snow,0.85,-7.74,1008.99,0,8.56,0.762,-3.66,snow,1357909200
1357912800,0.58,-6.15,280,1,3.54,Light Snow,0.323,snow,0.87,-9.26,1009.82,0,8.51,0.254,-4.37,snow,1357912800
1357916400,0.77,-6.39,271,0,2.81,Mostly Cloudy,,,0.88,-8.99,1010.44,0,6.57,0,-4.74,partly-cloudy-night,1357916400
1357920000,0.73,-6.04,281,1,2.24,Snow,0.678,snow,0.92,-8.5,1010.98,0,4.41,0.508,-4.9,snow,1357920000
1357923600,0.72,-6.21,291,1,3.64,Snow,1.044,snow,0.92,-10.35,1011.52,0,7.34,0.762,-5.19,snow,1357923600
1357927200,0.72,-6.72,281,0,3.77,Mostly Cloudy,,,0.91,-10.82,1011.96,0,8.18,0,-5.48,partly-cloudy-night,1357927200
1357930800,0.81,-6.79,280,1,3.33,Snow,1.049,snow,0.89,-10.12,1012.52,0,7.74,0.762,-5.23,snow,1357930800
1357934400,0.82,-6.77,273,1,3.59,Heavy Snow,2.812,snow,0.89,-10.42,1013.17,0,8.13,2.032,-5.28,snow,1357934400
1357938000,0.82,-7.18,259,1,3.29,Snow,1.069,snow,0.87,-10.31,1013.62,0,8.88,0.762,-5.43,snow,1357938000
1357941600,0.83,-7.38,260,0,3.27,Mostly Cloudy,,,0.88,-10.57,1014.14,0,7.08,0,-5.66,partly-cloudy-night,1357941600
1357945200,0.8,-7.17,259,0,3.74,Mostly Cloudy,,,0.91,-11.31,1014.24,0,8.56,0,-5.9,partly-cloudy-night,1357945200
1357948800,0.82,-7.79,256,0,3.91,Mostly Cloudy,,,0.87,-11.51,1014.11,0,8.5,0,-5.94,partly-cloudy-night,1357948800
1357952400,0.82,-7.49,258,0,4.66,Mostly Cloudy,,,0.9,-12.37,1014.22,0,6.95,0,-6.15,partly-cloudy-night,1357952400
1357956000,0.8,-8.09,256,0,4.67,Mostly Cloudy,,,0.87,-12.52,1014.15,0,7.32,0,-6.27,partly-cloudy-night,1357956000
1357959600,0.78,-8.06,255,0,4.56,Mostly Cloudy,,,0.87,-12.46,1014.05,0,9.29,0,-6.29,partly-cloudy-night,1357959600
1357963200,0.81,-7.99,260,0,3.82,Mostly Cloudy,,,0.87,-11.72,1014.2,0,7.72,0,-6.18,partly-cloudy-night,1357963200
1357966800,0.8,-8.13,256,0,4.6,Mostly Cloudy,,,0.87,-12.48,1014.18,0,9.3,0,-6.28,partly-cloudy-night,1357966800
1357970400,0.75,-8.42,246,0,3.79,Mostly Cloudy,,,0.86,-11.97,1014.7,0,9.4,0,-6.41,partly-cloudy-night,1357970400
1357974000,0.75,-8.53,249,0,4.73,Mostly Cloudy,,,0.84,-12.58,1015.09,0,10.27,0,-6.28,partly-cloudy-day,1357974000
1357977600,0.74,-8.44,247,0,4.36,Mostly Cloudy,,,0.82,-11.88,1015.3,0,10.09,0,-5.95,partly-cloudy-day,1357977600
1357981200,0.52,-8.41,247,0,4.92,Partly Cloudy,,,0.81,-11.91,1015.36,1,10.86,0,-5.63,partly-cloudy-day,1357981200
1357984800,0.52,-8.21,250,0,5.15,Partly Cloudy,,,0.79,-11.45,1015.42,1,10.65,0,-5.14,partly-cloudy-day,1357984800
1357988400,0.55,-9.07,245,0,5.72,Partly Cloudy,,,0.74,-11.93,1015.16,1,10.8,0,-5.24,partly-cloudy-day,1357988400
1357992000,0.76,-8.03,248,0,5.33,Mostly Cloudy,,,0.81,-11.68,1015.16,1,8.06,0,-5.23,partly-cloudy-day,1357992000
1357995600,0.74,-7.38,249,0,4.47,Mostly Cloudy,,,0.84,-10.83,1015.4,0,7.81,0,-5.03,partly-cloudy-day,1357995600
1357999200,0.74,-7.78,253,0,4.64,Mostly Cloudy,,,0.85,-11.67,1015.71,0,7.87,0,-5.61,partly-cloudy-day,1357999200
1358002800,0.78,-7.86,253,0,3.63,Mostly Cloudy,,,0.87,-11.31,1016.12,0,6.69,0,-5.98,partly-cloudy-night,1358002800
1358006400,0.74,-8.02,248,0,3.83,Mostly Cloudy,,,0.9,-12.24,1016.36,0,7.05,0,-6.6,partly-cloudy-night,1358006400
1358010000,0.76,-8.59,247,0,4.12,Mostly Cloudy,,,0.87,-12.73,1016.71,0,6.89,0,-6.79,partly-cloudy-night,1358010000
1358013600,0.73,-8.89,250,0,3.13,Mostly Cloudy,,,0.87,-12.17,1016.74,0,7,0,-7.09,partly-cloudy-night,1358013600
1358017200,0.77,-8.69,251,0,3.15,Mostly Cloudy,,,0.88,-12.13,1017.03,0,6.69,0,-7.06,partly-cloudy-night,1358017200
1358020800,0.76,-8.8,249,0,3.46,Mostly Cloudy,,,0.88,-12.58,1017.22,0,7.45,0,-7.16,partly-cloudy-night,1358020800
1358024400,0.82,-8.77,247,0,3.01,Mostly Cloudy,,,0.88,-12,1017.42,0,5.78,0,-7.07,partly-cloudy-night,1358024400
1358028000,0.81,-8.69,244,0,2.45,Mostly Cloudy,,,0.89,-11.44,1017.68,0,3.67,0,-7.16,partly-cloudy-night,1358028000
1358031600,0.81,-8.3,240,0,1.81,Mostly Cloudy,,,0.92,-10.62,1017.8,0,3.43,0,-7.28,partly-cloudy-night,1358031600
1358035200,0.96,-8.13,230,0,1.93,Overcast,,,0.94,-10.84,1017.91,0,3.75,0,-7.29,cloudy,1358035200
1358038800,0.97,-8.62,233,0,1.94,Overcast,,,0.91,-10.93,1018.22,0,3.75,0,-7.36,cloudy,1358038800
1358042400,0.83,-8.78,243,1,2.12,Snow,0.853,snow,0.91,-11.4,1018.45,0,4.04,0.508,-7.52,snow,1358042400
1358046000,0.81,-8.88,226,1,2.15,Snow,0.894,snow,0.94,-12.14,1018.4,0,4.73,0.508,-8.12,snow,1358046000
1358049600,0.74,-9.04,235,1,2.66,Snow,0.45,snow,0.94,-12.96,1018.69,0,5.7,0.254,-8.22,snow,1358049600
1358053200,0.74,-9.68,285,,1.64,Mostly Cloudy,,snow,0.9,-11.62,1019.25,0,7.26,,-8.41,partly-cloudy-night,1358053200
1358056800,0.8,-10.17,239,0,1.49,Mostly Cloudy,,,0.91,-11.97,1019.95,0,7.63,0,-8.97,partly-cloudy-night,1358056800
1358060400,0.78,-9.72,225,0,1.72,Mostly Cloudy,,,0.93,-12.23,1020.72,0,7.21,0,-8.82,partly-cloudy-day,1358060400
1358064000,0.82,-9.68,222,0,1.2,Mostly Cloudy,,,0.91,-8.44,1020.99,0,7.03,0,-8.44,partly-cloudy-day,1358064000
1358067600,0.64,-8.69,226,0,0.91,Mostly Cloudy,,,0.89,-7.21,1021.55,1,7.74,0,-7.21,partly-cloudy-day,1358067600
1358071200,0.64,-8.8,210,0,1.53,Mostly Cloudy,,,0.87,-9.74,1021.81,1,7.37,0,-6.96,partly-cloudy-day,1358071200
1358074800,0.54,-9.06,121,0,0.43,Partly Cloudy,,,0.81,-6.35,1021.53,1,7.79,0,-6.35,partly-cloudy-day,1358074800
1358078400,0.37,-8.81,110,,0.31,Partly Cloudy,,snow,0.84,-6.58,1021.5,1,8.24,,-6.58,partly-cloudy-day,1358078400
1358082000,0.57,-9.07,72,0,0.96,Partly Cloudy,,,0.84,-6.82,1021.85,0,9.03,0,-6.82,partly-cloudy-day,1358082000
1358085600,0.69,-8.73,77,,1.08,Mostly Cloudy,,snow,0.85,-6.69,1022.06,0,8.16,,-6.69,partly-cloudy-day,1358085600
1358089200,0.69,-9.72,93,0,1.18,Mostly Cloudy,,,0.84,-7.51,1022.38,0,7.23,0,-7.51,partly-cloudy-night,1358089200
1358092800,0.53,-10.24,84,0,1.24,Partly Cloudy,,,0.91,-9.03,1022.83,0,6.98,0,-9.03,partly-cloudy-night,1358092800
1358096400,0.36,-10.38,114,0,1.63,Partly Cloudy,,,0.93,-12.81,1023.03,0,7.08,0,-9.47,partly-cloudy-night,1358096400
1358100000,0.32,-10.28,136,0,1.04,Partly Cloudy,,,0.94,-9.56,1023.19,0,7.26,0,-9.56,partly-cloudy-night,1358100000
1358103600,0.32,-10.39,99,0,1.18,Partly Cloudy,,,0.92,-9.28,1023.31,0,6.6,0,-9.28,partly-cloudy-night,1358103600
1358107200,0.42,-10.94,95,0,1.62,Partly Cloudy,,,0.95,-13.7,1023.63,0,5.6,0,-10.26,partly-cloudy-night,1358107200
1358110800,0.37,-11.03,106,0,1.55,Partly Cloudy,,,0.95,-13.66,1023.76,0,3.96,0,-10.34,partly-cloudy-night,1358110800
1358114400,0.18,-11.32,103,0,1.72,Clear,,,0.92,-13.88,1023.89,0,5.2,0,-10.24,clear-night,1358114400
1358118000,0.19,-11.77,90,0,1.93,Clear,,,0.91,-14.62,1023.72,0,5.18,0,-10.56,clear-night,1358118000
1358121600,0.19,-11.77,99,0,1.99,Clear,,,0.9,-14.67,1023.72,0,5.21,0,-10.49,clear-night,1358121600
1358125200,0.37,-10.63,109,0,2.89,Partly Cloudy,,,0.91,-14.71,1023.64,0,4.94,0,-9.44,partly-cloudy-night,1358125200
1358128800,0.63,-10.78,101,0,1.93,Mostly Cloudy,,,0.91,-13.48,1023.23,0,5.13,0,-9.57,partly-cloudy-night,1358128800
1358132400,0.63,-10.6,106,0,1.81,Mostly Cloudy,,,0.9,-12.99,1022.97,0,5.58,0,-9.32,partly-cloudy-night,1358132400
1358136000,0.34,-11.18,100,0,1.73,Partly Cloudy,,,0.88,-13.17,1022.42,0,6.18,0,-9.61,partly-cloudy-night,1358136000
1358139600,0.38,-10.89,92,0,2.44,Partly Cloudy,,,0.88,-13.96,1022.26,0,7.5,0,-9.31,partly-cloudy-night,1358139600
1358143200,0.38,-10.71,97,0,3.08,Partly Cloudy,,,0.88,-14.51,1022.16,0,6.26,0,-9.09,partly-cloudy-night,1358143200
1358146800,0.47,-10.04,101,1,3.14,Snow,0.475,snow,0.92,-14.38,1021.89,0,5.49,0.254,-8.93,snow,1358146800
1358150400,0.51,-9.66,87,1,3.63,Snow,0.917,snow,0.91,-14.31,1021.03,0,5.46,0.508,-8.44,snow,1358150400
1358154000,0.6,-8.89,104,1,4.01,Snow,0.414,snow,0.87,-13.08,1020.32,1,5.46,0.254,-7.15,snow,1358154000
1358157600,0.79,-8.27,106,1,4.22,Snow,1.171,snow,0.87,-12.4,1019.18,1,5.94,0.762,-6.46,snow,1358157600
1358161200,0.81,-7.54,104,1,3.9,Snow,1.1,snow,0.87,-11.27,1017.58,1,5.57,0.762,-5.76,snow,1358161200
1358164800,0.83,-6.79,97,1,3.67,Snow,0.665,snow,0.85,-9.76,1016.31,1,6.29,0.508,-4.68,snow,1358164800
1358168400,0.61,-6.27,105,1,3.48,Light Snow,0.3,snow,0.82,-8.33,1015.68,0,6.66,0.254,-3.64,snow,1358168400
1358172000,0.62,-5.54,117,1,3.33,Snow,0.561,snow,0.83,-7.42,1015.25,0,6.26,0.508,-3.01,snow,1358172000
1358175600,0.63,-4.92,115,1,4.04,Light Snow,0.279,snow,0.86,-7.98,1014.86,0,6.44,0.254,-2.98,snow,1358175600
1358179200,0.82,-4.61,125,1,2.9,Light Snow,0.267,snow,0.86,-6.51,1014.51,0,6.82,0.254,-2.58,snow,1358179200
1358182800,0.84,-4.53,121,0,1.73,Mostly Cloudy,,,0.87,-5.17,1014.56,0,6.6,0,-2.67,partly-cloudy-night,1358182800
1358186400,0.82,-4.52,82,1,1.77,Light Snow,0.274,snow,0.88,-5.37,1014.46,0,6.49,0.254,-2.79,snow,1358186400
1358190000,0.82,-4.09,201,1,2.09,Snow,0.541,snow,0.9,-5.72,1014.52,0,4.68,0.508,-2.7,snow,1358190000
1358193600,0.8,-3.44,149,0,2.16,Mostly Cloudy,,,0.95,-5.94,1014.23,0,3.78,0,-2.81,partly-cloudy-night,1358193600
1358197200,0.81,-3.06,188,0,2.03,Mostly Cloudy,,,0.95,-5.33,1014.19,0,3.36,0,-2.42,partly-cloudy-night,1358197200
1358200800,0.83,-3.37,187,0,2.03,Foggy,,,0.93,-5.23,1014.21,0,2.8,0,-2.35,fog,1358200800
1358204400,0.83,-3.57,187,0,1.22,Foggy,,,0.93,-2.66,1014.1,0,2.51,0,-2.66,fog,1358204400
1358208000,0.82,-3.58,210,0,1.1,Foggy,,,0.94,-2.72,1014.16,0,2.35,0,-2.72,fog,1358208000
1358211600,0.83,-3.17,209,0,0.86,Foggy,,,0.97,-2.82,1014.41,0,2.19,0,-2.82,fog,1358211600
1358215200,0.85,-3.21,244,0,1.27,Foggy,,,0.98,-2.92,1014.45,0,1.72,0,-2.92,fog,1358215200
1358218800,0.83,-3.23,181,0,0.68,Foggy,,,0.98,-2.97,1014.38,0,1.59,0,-2.97,fog,1358218800
1358222400,0.85,-3.26,199,0,0.72,Foggy,,,0.98,-2.99,1013.95,0,1.5,0,-2.99,fog,1358222400
1358226000,0.84,-3.32,139,0,0.55,Foggy,,,0.98,-3.07,1014.02,0,1.8,0,-3.07,fog,1358226000
1358229600,0.87,-3.13,143,0,0.72,Foggy,,,0.99,-2.94,1014.06,0,2.16,0,-2.94,fog,1358229600
1358233200,0.87,-2.99,126,0,1.01,Foggy,,,0.98,-2.74,1014.19,0,2.16,0,-2.74,fog,1358233200
1358236800,0.67,-3.19,178,0,0.68,Foggy,,,0.98,-2.89,1013.86,0,1.48,0,-2.89,fog,1358236800
1358240400,0.84,-2.69,146,1,0.38,Snow,0.767,snow,0.96,-2.19,1013.68,0,2.37,0.762,-2.19,snow,1358240400
1358244000,0.83,-2.59,100,0,1.24,Foggy,,,0.92,-1.44,1013.32,1,2.54,0,-1.44,fog,1358244000
1358247600,0.76,-2.46,99,0,1.21,Mostly Cloudy,,,0.88,-0.78,1012.66,1,3.4,0,-0.78,partly-cloudy-day,1358247600
1358251200,0.79,-2.48,93,0,1.97,Mostly Cloudy,,,0.88,-3.37,1012.02,1,3.96,0,-0.81,partly-cloudy-day,1358251200
1358254800,0.81,-2.4,87,0,2.42,Mostly Cloudy,,,0.91,-4.24,1011.81,0,4.47,0,-1.09,partly-cloudy-day,1358254800
1358258400,0.79,-2.44,80,0,2.64,Mostly Cloudy,,,0.93,-4.86,1011.74,0,4.49,0,-1.43,partly-cloudy-day,1358258400
1358262000,0.8,-2.51,83,0,2.75,Mostly Cloudy,,,0.93,-5.16,1011.56,0,4.33,0,-1.58,partly-cloudy-day,1358262000
1358265600,0.77,-2.94,93,0,2.01,Mostly Cloudy,,,0.95,-5.17,1011.59,0,3.88,0,-2.32,partly-cloudy-night,1358265600
1358269200,0.78,-2.97,112,0,1.71,Foggy,,,0.97,-4.99,1011.29,0,2.91,0,-2.53,fog,1358269200
1358272800,0.79,-2.95,116,0,1.71,Foggy,,,0.96,-4.83,1010.96,0,2.57,0,-2.41,fog,1358272800
1358276400,0.78,-2.93,94,0,1.77,Foggy,,,0.97,-5.07,1010.72,0,2.33,0,-2.52,fog,1358276400
1358280000,0.76,-3.13,97,0,1.34,Foggy,,,0.97,-2.7,1010.03,0,1.87,0,-2.7,fog,1358280000
1358283600,0.69,-3.08,119,0,1.56,Foggy,,,0.97,-4.97,1009.48,0,0.85,0,-2.73,fog,1358283600
1358287200,0.89,-3.13,91,1,1.37,Light Snow,0.277,snow,0.98,-4.78,1009.11,0,1.01,0.254,-2.87,snow,1358287200
1358290800,0.94,-3.03,128,0,1.5,Foggy,,,0.98,-4.91,1009.08,0,0.74,0,-2.77,fog,1358290800
1358294400,0.94,-2.96,169,0,0.24,Foggy,,,0.99,-2.77,1008.43,0,0.63,0,-2.77,fog,1358294400
1358298000,0.75,-2.98,160,0,0.4,Foggy,,,0.99,-2.81,1008.3,0,1.19,0,-2.81,fog,1358298000
1358301600,0.78,-2.88,82,0,0.37,Foggy,,,0.99,-2.74,1008.01,0,0.42,0,-2.74,fog,1358301600
1358305200,0.8,-2.98,119,0,0.47,Foggy,,,0.99,-2.8,1007.57,0,0.56,0,-2.8,fog,1358305200
1358308800,0.81,-3.07,326,0,1.07,Foggy,,,0.99,-2.91,1007.05,0,0.43,0,-2.91,fog,1358308800
1358312400,0.86,-3.02,7,0,0.98,Foggy,,,0.99,-2.86,1006.72,0,0.51,0,-2.86,fog,1358312400
1358316000,0.97,-2.72,326,0,1.84,Foggy,,,0.99,-5.19,1006.65,0,0.66,0,-2.54,fog,1358316000
1358319600,0.84,-2.29,15,0,0.48,Foggy,,,0.99,-2.14,1006.44,0,0.89,0,-2.14,fog,1358319600
1358323200,0.84,-2.14,4,0,0.74,Foggy,,,0.99,-2.04,1006.18,0,0.89,0,-2.04,fog,1358323200
1358326800,0.86,-1.97,352,0,1.33,Foggy,,,0.99,-1.77,1006.15,0,1.34,0,-1.77,fog,1358326800
1358330400,0.83,-1.38,276,0,0.41,Foggy,,,0.99,-1.19,1005.85,1,0.95,0,-1.19,fog,1358330400
1358334000,0.85,-0.93,292,0,1.64,Foggy,,,0.98,-2.79,1005.53,1,1.3,0,-0.72,fog,1358334000
1358337600,0.84,-1.32,321,1,1.1,Light Snow,0.224,snow,0.98,-1.05,1005.17,1,2.01,0.254,-1.05,snow,1358337600
1358341200,0.84,-0.97,275,0,1.5,Foggy,,,0.98,-2.61,1005,0,1.53,0,-0.75,fog,1358341200
1358344800,0.84,-1.14,283,0,1.77,Foggy,,,0.99,-3.24,1005.26,0,1.96,0,-0.96,fog,1358344800
1358348400,0.85,-1.75,313,0,1.77,Foggy,,,0.98,-3.91,1005.5,0,2.03,0,-1.52,fog,1358348400
1358352000,0.84,-1.26,309,0,2.14,Foggy,,,0.99,-3.92,1005.97,0,2.06,0,-1.11,fog,1358352000
1358355600,0.84,-1.96,322,0,1.84,Foggy,,,0.95,-3.69,1006.31,0,2.62,0,-1.25,fog,1358355600
1358359200,0.84,-2.62,14,0,2.12,Foggy,,,0.98,-5.33,1006.34,0,2.86,0,-2.33,fog,1358359200
1358362800,0.84,-2.59,347,0,1.33,Mostly Cloudy,,,0.95,-1.87,1006.39,0,3.28,0,-1.87,partly-cloudy-night,1358362800
1358366400,0.84,-2.68,350,0,1.27,Foggy,,,0.95,-1.99,1006.25,0,3.2,0,-1.99,fog,1358366400
1358370000,0.85,-3.33,344,0,0.68,Foggy,,,0.95,-2.68,1006.12,0,2.95,0,-2.68,fog,1358370000
